from,to,rel_label,description,role,technologies,year,abbreviation,date
CoreHW,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
SAAB,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
Optenni,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
Verkotan,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
Senfit,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
University of Oulu,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
Aalto University,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
University of Tampere,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
VTT Technical Research Centre of Finland,RF ECO3,PROJECT,"A consortium of major Finnish industrial and academic stakeholders launched a new project that aims to accelerate the development of technologies and radio frequency (RF) design related to 5G to 6G networks.

The project named RF ECO3, which is part of the Business Finland Veturi programme, aims to address challenges related to radio frequency (RF) design for ultra-fast communications and the potential for high-resolution sensing in forthcoming 6G radio systems. In particular, these will focus on driving ecological and economic benefits for both industry and society.

6G technology includes a vastly enhanced capacity for communications as well as the ability to sense objects and the surrounding environment simultaneously. Energy efficiency and resilience in different environmental conditions are core problems that the project seeks to address in 5G advanced and 6G radios.",Research,,2025.0,FI,2025-05-06
EURECOM,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,FR,2025-05-15
FOGUS,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,GR,2025-05-15
Fundacio i2CAT,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Research,,2025.0,PT,2025-05-15
Industrial System Institute,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Research,,2025.0,GR,2025-05-15
Instituto de Telecomunicacoes,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Research,,2025.0,PT,2025-05-15
Intracom Telecom,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,GR,2025-05-15
Motorola Mobility Germany GmbH,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,DE,2025-05-15
Orange Romania,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,,2025-05-15
OTE S. A.,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,GR,2025-05-15
xFlow Research Inc.,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Commercial,,2025.0,,2025-05-15
ETSI,ETSI SDG OOP,PROJECT,ETSI sets up group to develop API-enabled open source platform for 6G testing,Standandardization,,2025.0,FR,2025-05-15
Viavi,VIAVI-Hanyang-6G,MOU," VIAVI will contribute lab test solutions and expertise to the university’s Beyond-G Global Innovation Center.

The partnership aims to advance the development of next-generation communication technologies, including Artificial Intelligence Radio Access Network (AI-RAN), as part of the Global Innovation Research Center (IRC) Support Project. This initiative, backed by the Ministry of Science and ICT and the National Research Foundation of Korea, provides significant funding to top research programs.

VIAVI will provide its NITRO Wireless test and optimization suite, including a 6G testbed, to the Beyond-G Center.",Research,,2025.0,US,2025-06-10
Hanyang University,VIAVI-Hanyang-6G,MOU," VIAVI will contribute lab test solutions and expertise to the university’s Beyond-G Global Innovation Center.

The partnership aims to advance the development of next-generation communication technologies, including Artificial Intelligence Radio Access Network (AI-RAN), as part of the Global Innovation Research Center (IRC) Support Project. This initiative, backed by the Ministry of Science and ICT and the National Research Foundation of Korea, provides significant funding to top research programs.

VIAVI will provide its NITRO Wireless test and optimization suite, including a 6G testbed, to the Beyond-G Center.",Research,,2025.0,KR,2025-06-10
Ministry of Electronics and Information Technology (MeitY),MeitY 6G End-to-End Communication Systems ,PROJECT,"IIT Hyderabad has demonstrated India’s first 6G link under a MeitY project, using the 6.425–7.125 GHz band and OTFDM technology. The 200 MHz link offers ultra-low latency, high speed, and energy efficiency, marking a major step in bridging the urban–rural broadband gap and advancing next-gen mobile applications.",Government,OTFDM,2025.0,IN,2025-05-12
IIT Hyderabad,MeitY 6G End-to-End Communication Systems ,PROJECT,"IIT Hyderabad has demonstrated India’s first 6G link under a MeitY project, using the 6.425–7.125 GHz band and OTFDM technology. The 200 MHz link offers ultra-low latency, high speed, and energy efficiency, marking a major step in bridging the urban–rural broadband gap and advancing next-gen mobile applications.",Academia,OTFDM,2025.0,IN,2025-05-12
FCC,Future Uses of Technology Upholding Reliable and Enhanced (FUTURE) Networks Act,LEGISLATION,"Called the Future Uses of Technology Upholding Reliable and Enhanced (FUTURE) Networks Act, the task force would be comprised of industry, government and public interest organizations. ",Government,,2025.0,US,2025-04-04
Keysight Technologies,Advance 6G and Healthcare Innovation in India,MOU," As part of the collaboration, both Keysight and SAMEER have proposed to create a healthcare center of excellence along with a research lab to drive 6G communication research.",Commercial,,2025.0,US,2025-04-07
Society for Applied Microwave Electronics Engineering & Research,Advance 6G and Healthcare Innovation in India,MOU," As part of the collaboration, both Keysight and SAMEER have proposed to create a healthcare center of excellence along with a research lab to drive 6G communication research.",Research,,2025.0,IN,2025-04-07
Ministry of Science and ICT (Korea),Korea 6G LEO,PROJECT,Korea selects research institutions to develop 6G low-Earth orbit satellite system,Government,,2025.0,KR,2025-04-27
ETRI (Korea),Korea 6G LEO,PROJECT,Korea selects research institutions to develop 6G low-Earth orbit satellite system,Research,,2025.0,KR,2025-04-27
SOLiD,Korea 6G LEO,PROJECT,Korea selects research institutions to develop 6G low-Earth orbit satellite system,Research,,2025.0,KR,2025-04-27
Korea Aerospace Industries,Korea 6G LEO,PROJECT,Korea selects research institutions to develop 6G low-Earth orbit satellite system,Research,,2025.0,KR,2025-04-27
Hanwha System,Korea 6G LEO,PROJECT,Hanwha System partners with ETRI for 6G low-orbit satellite communication development,Research,,2025.0,KR,2025-03-21
IMDEA,DISCO6G,PROJECT,IMDEA Networks revolutionizes 6G networks with DISCO6G project: real-time communication and sensing ,Research,,2025.0,ES,2025-03-24
UC3M,DISCO6G,PROJECT,IMDEA Networks revolutionizes 6G networks with DISCO6G project: real-time communication and sensing ,Academia,,2025.0,ES,2025-03-24
UAM,DISCO6G,PROJECT,IMDEA Networks revolutionizes 6G networks with DISCO6G project: real-time communication and sensing ,Academia,,2025.0,ES,2025-03-24
UPM,DISCO6G,PROJECT,IMDEA Networks revolutionizes 6G networks with DISCO6G project: real-time communication and sensing ,Academia,,2025.0,ES,2025-03-24
NVIDIA,AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",Commercial,,2025.0,US,2025-03-25
MITRE,AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",Research,,2025.0,US,2025-03-25
T-Mobile US,AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",Commercial,,2025.0,US,2025-03-25
Cisco,AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",Commercial,,2025.0,US,2025-03-25
ORAN Development Company (ODC),AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",,,2025.0,US,2025-03-25
Booz Allen Hamilton,AI-Driven 6G,PARTNERSHIP,"NVIDIA, MITRE Announce Partnerships for AI-Driven 6G Development",Commercial,,2025.0,US,2025-03-25
Ericsson,Ericsson-SoftBank MoU,PARTNERSHIP,"Ericsson, SoftBank forge partnership to drive AI, Cloud, XR and 6G",Commercial,,2025.0,SE,2025-03-26
SoftBank Group,Ericsson-SoftBank MoU,PARTNERSHIP,"Ericsson, SoftBank forge partnership to drive AI, Cloud, XR and 6G",Commercial,,2025.0,JP,2025-03-26
DoCoMo,Metapa-FEEL TECH integration,PARTNERSHIP,TOPPAN and DOCOMO Agree to Innovate Next-Generation 6G Services Using FEEL TECH Communication Technology,Commercial,,2025.0,JP,2025-03-03
TOPPAN Inc,Metapa-FEEL TECH integration,PARTNERSHIP,TOPPAN and DOCOMO Agree to Innovate Next-Generation 6G Services Using FEEL TECH Communication Technology,Commercial,,2025.0,JP,2025-03-03
Ericsson Research Türkiye,Ericsson-Turk Telekom 6G,PARTNERSHIP,Ericsson and Türk Telekom forge strategic 6G collaboration,Commercial,,2025.0,TR,2025-03-04
Türk Telekom,Ericsson-Turk Telekom 6G,PARTNERSHIP,Ericsson and Türk Telekom forge strategic 6G collaboration,Commercial,,2025.0,TR,2025-03-04
Emerson,sub-THz Poc,TESTBED,Emerson and LG Electronics build 6G wireless research testbed,Commercial,,2025.0,US,2025-06-16
LG Electronics,sub-THz Poc,TESTBED,Emerson and LG Electronics build 6G wireless research testbed,Commercial,,2025.0,KR,2025-06-16
NGA,NGA-XGMF MoU,MOU,"ATIS’ Next G Alliance (NGA) and Japan’s XG Mobile Promotion Forum (XGMF) have signed a Memorandum of Understanding (MoU) to collaborate on building a global ecosystem for 5G and 6G.

Launched by the Alliance for Telecommunications Industry Solutions, the Next G Alliance leads efforts to research, develop, and commercialize 6G, aiming to advance North American wireless leadership through private sector innovation. XGMF supports the expansion of mobile services and the growth of the mobile business sector in Japan.

The MoU, signed by ATIS Next G Alliance Managing Director Jaydee Griffith and Akihiro Nakao, Co-Chairman of XG Mobile Promotion Forum, updates a pre-existing MoU with XMGF’s predecessor (Beyond 5G Promotion Consortium) and establishes a framework for strategic cooperation. It focuses on maximizing synergies between the two organizations and exploring the potential applications of beyond 5G and 6G technologies in industrial communications. Planned activities include joint marketing and promotional initiatives, as well as the exchange of information and publications.",Association,,2025.0,US,2025-06-30
XG Mobile Promotion Forum,NGA-XGMF MoU,MOU,"ATIS’ Next G Alliance (NGA) and Japan’s XG Mobile Promotion Forum (XGMF) have signed a Memorandum of Understanding (MoU) to collaborate on building a global ecosystem for 5G and 6G.

Launched by the Alliance for Telecommunications Industry Solutions, the Next G Alliance leads efforts to research, develop, and commercialize 6G, aiming to advance North American wireless leadership through private sector innovation. XGMF supports the expansion of mobile services and the growth of the mobile business sector in Japan.

The MoU, signed by ATIS Next G Alliance Managing Director Jaydee Griffith and Akihiro Nakao, Co-Chairman of XG Mobile Promotion Forum, updates a pre-existing MoU with XMGF’s predecessor (Beyond 5G Promotion Consortium) and establishes a framework for strategic cooperation. It focuses on maximizing synergies between the two organizations and exploring the potential applications of beyond 5G and 6G technologies in industrial communications. Planned activities include joint marketing and promotional initiatives, as well as the exchange of information and publications.",Association,,2025.0,JP,2025-06-30
Nokia,6G Semantic Communications,PARTNERSHIP,"South Korean telecommunications giant KT said Monday it is joining hands with Nokia Bell Labs Core Research to advance research and commercialization of semantic communication technology for the 6G era.

Semantic communication is a next-generation technology that uses artificial intelligence to interpret the meaning and context of data, transmitting only essential information rather than every raw data element.

This approach is expected to improve network efficiency dramatically and enable services such as fully autonomous driving, remote robotics and immersive holographic communications, KT said.

“Semantic communication is an innovative technology that will redefine the very role of networks by fusing AI and communications,” said Lee Jong-sik, executive vice president and head of KT’s Future Network Research Institute.

Since October last year, KT said it has been conducting internal demonstrations of semantic communication in the high-data-consumption areas of video and voice communications, which are the most noticeable to customers.

The tests confirmed that semantic communication can deliver the intended meaning of the original data while significantly reducing transmission volume, without degrading the quality perceived by the user.",Commercial,,2025.0,US,2025-06-30
KT,6G Semantic Communications,PARTNERSHIP,"South Korean telecommunications giant KT said Monday it is joining hands with Nokia Bell Labs Core Research to advance research and commercialization of semantic communication technology for the 6G era.

Semantic communication is a next-generation technology that uses artificial intelligence to interpret the meaning and context of data, transmitting only essential information rather than every raw data element.

This approach is expected to improve network efficiency dramatically and enable services such as fully autonomous driving, remote robotics and immersive holographic communications, KT said.

“Semantic communication is an innovative technology that will redefine the very role of networks by fusing AI and communications,” said Lee Jong-sik, executive vice president and head of KT’s Future Network Research Institute.

Since October last year, KT said it has been conducting internal demonstrations of semantic communication in the high-data-consumption areas of video and voice communications, which are the most noticeable to customers.

The tests confirmed that semantic communication can deliver the intended meaning of the original data while significantly reducing transmission volume, without degrading the quality perceived by the user.",Commercial,,2025.0,KR,2025-06-30
i2CAT,6GStarLab,PROJECT,"The Minister of the Presidency of the Government of Catalonia and President of the Board of Trustees of the i2CAT Research Centre, Albert Dalmau, has visited the facilities of the Catalan company Open Cosmos in Barcelona to see the progress of the 6GStarLab satellite manufacturing, Europe’s first open 6G research laboratory in Low Earth Orbit (LEO). During the visit, Sergi Figuerola, PhD, Director of i2CAT, accompanied the Minister.

The 6GStarLab, a project led by i2CAT, will focus on the research and development of non-terrestrial networks (NTN) and enable the experimental validation of new communication technologies in a real space environment. It is the first satellite of its kind to be promoted across Europe. It will be an open and flexible testbed that will allow the remote deployment and execution of experiments, fostering innovation in an emerging ecosystem that works towards interconnection between terrestrial and non-terrestrial networks.",Commercial,,2025.0,ES,2025-07-30
Open Cosmos,6GStarLab,PROJECT,"The Minister of the Presidency of the Government of Catalonia and President of the Board of Trustees of the i2CAT Research Centre, Albert Dalmau, has visited the facilities of the Catalan company Open Cosmos in Barcelona to see the progress of the 6GStarLab satellite manufacturing, Europe’s first open 6G research laboratory in Low Earth Orbit (LEO). During the visit, Sergi Figuerola, PhD, Director of i2CAT, accompanied the Minister.

The 6GStarLab, a project led by i2CAT, will focus on the research and development of non-terrestrial networks (NTN) and enable the experimental validation of new communication technologies in a real space environment. It is the first satellite of its kind to be promoted across Europe. It will be an open and flexible testbed that will allow the remote deployment and execution of experiments, fostering innovation in an emerging ecosystem that works towards interconnection between terrestrial and non-terrestrial networks.",Commercial,,2025.0,ES,2025-07-30
SweGaN AB,6G GaN,PROJECT,"SweGaN AB of Linköping, Sweden — a manufacturer of custom gallium nitride on silicon carbide (GaN-on-SiC) epitaxial wafers, based on proprietary growth technology — is coordinator of the project ‘GaN6G+: Unlocking Performance and Efficiency in Future 6G Power Amplifiers’, partnered by communications network provider Ericsson, defense and security company Saab and Chalmers University of Technology in Gothenburg, Sweden. Funded by Swedish innovation agency Vinnova and lasting from September 2025 to August 2027, the project aims to revolutionize GaN-based power amplifier (PA) technology for next-generation 6G networks.

The project targets the 7–15GHz frequency range (X/Ku bands), a critical spectrum for future 6G applications. By leveraging SweGaN’s proprietary QuanFINE epitaxial GaN-on-SiC solutions, the collaboration aims to deepen understanding of the material properties and the HEMT device characteristics and to develop high-efficiency PA circuits that support energy-efficient, high-capacity wireless systems.",Commercial,Silicon,2025.0,SE,2025-08-28
Ericsson,6G GaN,PROJECT,"SweGaN AB of Linköping, Sweden — a manufacturer of custom gallium nitride on silicon carbide (GaN-on-SiC) epitaxial wafers, based on proprietary growth technology — is coordinator of the project ‘GaN6G+: Unlocking Performance and Efficiency in Future 6G Power Amplifiers’, partnered by communications network provider Ericsson, defense and security company Saab and Chalmers University of Technology in Gothenburg, Sweden. Funded by Swedish innovation agency Vinnova and lasting from September 2025 to August 2027, the project aims to revolutionize GaN-based power amplifier (PA) technology for next-generation 6G networks.

The project targets the 7–15GHz frequency range (X/Ku bands), a critical spectrum for future 6G applications. By leveraging SweGaN’s proprietary QuanFINE epitaxial GaN-on-SiC solutions, the collaboration aims to deepen understanding of the material properties and the HEMT device characteristics and to develop high-efficiency PA circuits that support energy-efficient, high-capacity wireless systems.",Commercial,,2025.0,SE,2025-08-28
SAAB,6G GaN,PROJECT,"SweGaN AB of Linköping, Sweden — a manufacturer of custom gallium nitride on silicon carbide (GaN-on-SiC) epitaxial wafers, based on proprietary growth technology — is coordinator of the project ‘GaN6G+: Unlocking Performance and Efficiency in Future 6G Power Amplifiers’, partnered by communications network provider Ericsson, defense and security company Saab and Chalmers University of Technology in Gothenburg, Sweden. Funded by Swedish innovation agency Vinnova and lasting from September 2025 to August 2027, the project aims to revolutionize GaN-based power amplifier (PA) technology for next-generation 6G networks.

The project targets the 7–15GHz frequency range (X/Ku bands), a critical spectrum for future 6G applications. By leveraging SweGaN’s proprietary QuanFINE epitaxial GaN-on-SiC solutions, the collaboration aims to deepen understanding of the material properties and the HEMT device characteristics and to develop high-efficiency PA circuits that support energy-efficient, high-capacity wireless systems.",Commercial,,2025.0,SE,2025-08-28
Chalmers University of Technology,6G GaN,PROJECT,"SweGaN AB of Linköping, Sweden — a manufacturer of custom gallium nitride on silicon carbide (GaN-on-SiC) epitaxial wafers, based on proprietary growth technology — is coordinator of the project ‘GaN6G+: Unlocking Performance and Efficiency in Future 6G Power Amplifiers’, partnered by communications network provider Ericsson, defense and security company Saab and Chalmers University of Technology in Gothenburg, Sweden. Funded by Swedish innovation agency Vinnova and lasting from September 2025 to August 2027, the project aims to revolutionize GaN-based power amplifier (PA) technology for next-generation 6G networks.

The project targets the 7–15GHz frequency range (X/Ku bands), a critical spectrum for future 6G applications. By leveraging SweGaN’s proprietary QuanFINE epitaxial GaN-on-SiC solutions, the collaboration aims to deepen understanding of the material properties and the HEMT device characteristics and to develop high-efficiency PA circuits that support energy-efficient, high-capacity wireless systems.",Academia,,2025.0,SE,2025-08-28
NTIA,Technology Prosperity Deal,MOU,"The UK and U.S. are pleased to announce a memorandum of understanding between the UK Department for Science, Innovation & Technology and the U.S. National Telecommunications and Information Administration to deepen our collaboration in support of communications supply chain security and innovation. We will work through our labs, relevant agencies, and with industry and academic partners to enable joint research and development on 6G-relevant technologies, such as software for AI-enabled 6G. These efforts will complement our engagement at standards bodies, where the U.S. and UK governments will continue to work closely with industry to shape global communications standards with shared U.S. and UK priorities.",Government,,2025.0,US,2025-09-18
UK DSIT,Technology Prosperity Deal,MOU,"The UK and U.S. are pleased to announce a memorandum of understanding between the UK Department for Science, Innovation & Technology and the U.S. National Telecommunications and Information Administration to deepen our collaboration in support of communications supply chain security and innovation. We will work through our labs, relevant agencies, and with industry and academic partners to enable joint research and development on 6G-relevant technologies, such as software for AI-enabled 6G. These efforts will complement our engagement at standards bodies, where the U.S. and UK governments will continue to work closely with industry to shape global communications standards with shared U.S. and UK priorities.",Government,,2025.0,GB,2025-09-18
Verizon,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,US,2025-09-22
Ericsson,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,SE,2025-09-22
Samsung Electronics,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,KR,2025-09-22
Nokia,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,FI,2025-09-22
Meta,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,US,2025-09-22
Qualcomm,Verizon 6G Innovation Forum,PARTNERSHIP,"Verizon 6G Innovation Forum Brings Together Industry Heavy-Hitters to Shape What’s Now, What’s New and What’s Next for the AI-Enabled 6G Future",Commercial,,2025.0,US,2025-09-22
e& UAE,UAE 6G Innovation Hub,MOU, UAE 6G Innovation Hub Powered by IEEE Technology,Commercial,,2025.0,AE,2025-10-27
Khalifa University,UAE 6G Innovation Hub,MOU, UAE 6G Innovation Hub Powered by IEEE Technology,Academia,,2025.0,AE,2025-10-27
Zayed University,UAE 6G Innovation Hub,MOU, UAE 6G Innovation Hub Powered by IEEE Technology,Academia,,2025.0,AE,2025-10-27
IEEE,UAE 6G Innovation Hub,MOU, UAE 6G Innovation Hub Powered by IEEE Technology,Association,,2025.0,US,2025-10-27
SoftBank Group,SoftBank Samsung AI-RAN,PARTNERSHIP,"SoftBank and Samsung team up to develop AI-powered 6G networks

Field tests to focus on 7 GHz band optimization and Layer-1 optimization",Commercial,AI-RAN,2025.0,JP,2025-10-24
Samsung Electronics,SoftBank Samsung AI-RAN,PARTNERSHIP,"SoftBank and Samsung team up to develop AI-powered 6G networks

Field tests to focus on 7 GHz band optimization and Layer-1 optimization",Commercial,AI-RAN,2025.0,KR,2025-10-24
LG Electronics,Future 2030 Summit,EVENT,"LG Electronics has begun discussions to secure technological leadership with industry-academia-research experts in future core technology fields such as 6G, artificial intelligence (AI), quantum, and the space industry.

On the 24th, at the LG Electronics Seocho R&D Campus in Seocho-gu, Seoul, LG Electronics held the “Future 2030 Summit” with the Korea Advanced Institute of Science and Technology (KAIST) and the Korea Research Institute of Standards and Science (KRISS). It is a technology exchange event to share the status of research and development in future technology fields and to discuss future direction by exchanging technology goals, promising technologies, and application and service outlooks.

Since 2022, LG Electronics has held the 6G Grand Summit, a technology exchange event, with KAIST and KRISS. Starting this year, it expanded the topics to include ▲ physical AI ▲ quantum technology (Quantum-X) ▲ space industry technology (Space Tech). The plan is to further strengthen the industry-academia-research collaboration built so far and seize leadership in rapidly changing future technology fields.

At the event, Executive Vice President Kim Byung-hoon, chief technology officer (CTO) of LG Electronics, KAIST President Lee Kwang-hyung, KRISS Vice President Park Yeon-gyu, and Science and ICT Ministry Office for Science, Technology and Innovation Head Park In-kyu delivered welcome and congratulatory remarks. In addition, national government-funded research institute experts and academia experts, including Cho Dong-ho and KAIST Professor Hong Sung-chul, who serve as former and current heads of the LG Electronics-KAIST 6G Research Center, attended in large numbers to give technology presentations and hold exhibitions and demonstrations.

KAIST Professor Jang Young-jae and Masahiro Horibe of the National Institute of Advanced Industrial Science and Technology (AIST) delivered keynote speeches on building a manufacturing industry ecosystem through physical AI and on Japan’s quantum strategy and ecosystem building.

Various future technology demonstrations were also held. LG Electronics unveiled ▲ a new 6G FDR (full duplex radio, full-duplex mobile) solution that can maximize frequency efficiency ▲ a solution that uses P5G communication technology to precisely control numerous robots in a smart factory in real time without interruption ▲ a next-generation voice communication solution that enables voice calls even in areas with poor network connectivity, such as deserts and mountainous regions, by using a non-terrestrial network (IoT-NTN) operated outside the atmosphere, such as on satellites.

Alongside this, demonstrations by KAIST and KRISS of ▲ AI Semiconductor-based robots ▲ a robot-based 6G wireless radio wave measurement system and spatial multi-mode transceiver ▲ exhibitions of software solutions for quantum computers and Quantum Computing materials development also drew interest.

Starting with the establishment in 2019 of Korea’s first 6G industry-academia research center, the “LG Electronics-KAIST 6G Research Center,” LG Electronics has built a cooperation belt with domestic and overseas universities and research institutes to secure fundamental 6G technologies. Based on this, the company plans to apply 6G technologies—capable of immersive, lifelike content transmission and combining communications with AI and sensing—to various fields being fostered as future growth engines, such as AI home, mobility, and smart factories.",Commercial,,2025.0,KR,2025-10-26
